Grasp No.,Physical?,RespondentID,StartDate,IP Address,Survey No.,Survey No. Cumulative,Yes/No Order,Rating Value,Successful?,Expirimental
8,0,2430125084,41294.54715,76.217.239.32,25,185,2,0.5,0,0
8,0,2430050369,41294.38642,98.246.222.236,25,185,2,0.25,0,0
8,0,2429858031,41293.98115,96.32.131.175,25,185,2,0,0,0
8,0,2429805040,41293.91462,184.35.93.49,25,185,2,0.25,0,0
8,0,2429733212,41293.82844,71.255.71.143,25,185,2,0,0,0
8,0,2429599578,41293.69088,76.127.73.168,25,185,2,0.5,0,0
8,0,2429595795,41293.68655,76.127.73.168,25,185,2,0.5,1,0
8,0,2429516574,41293.60477,75.186.47.16,25,185,2,0.25,0,0
8,0,2429483138,41293.56294,108.244.230.90,25,185,2,0,0,0
43,1,2432115501,41296.2417,27.4.242.244,9,73,1,0.5,0,0.63
43,1,2430200223,41294.65855,99.188.242.69,9,73,1,0.75,1,0.63
43,1,2429585833,41293.67756,97.118.153.156,9,73,1,1,0,0.63
43,1,2429360396,41293.30351,108.15.202.52,9,73,1,0.75,1,0.63
13,1,2432115501,41296.2417,27.4.242.244,10,74,1,0.75,1,1
13,1,2430200223,41294.65855,99.188.242.69,10,74,1,0.75,1,1
13,1,2429585833,41293.67756,97.118.153.156,10,74,1,0,0,1
13,1,2429360396,41293.30351,108.15.202.52,10,74,1,1,1,1
4,1,2432115501,41296.2417,27.4.242.244,11,75,2,1,1,1
4,1,2430200223,41294.65855,99.188.242.69,11,75,2,0.75,1,1
4,1,2429585833,41293.67756,97.118.153.156,11,75,2,0.5,0,1
4,1,2429360396,41293.30351,108.15.202.52,11,75,2,0.5,1,1
7,1,2432115501,41296.2417,27.4.242.244,12,76,1,0.5,0,0.63
7,1,2430200223,41294.65855,99.188.242.69,12,76,1,0.75,1,0.63
7,1,2429585833,41293.67756,97.118.153.156,12,76,1,0.75,0,0.63
7,1,2429360396,41293.30351,108.15.202.52,12,76,1,0.5,0,0.63
58,0,2430125084,41294.54715,76.217.239.32,30,190,1,0.25,0,0
58,0,2430050369,41294.38642,98.246.222.236,30,190,1,0.25,0,0
58,0,2429858031,41293.98115,96.32.131.175,30,190,1,0,0,0
58,0,2429805040,41293.91462,184.35.93.49,30,190,1,0.25,0,0
58,0,2429733212,41293.82844,71.255.71.143,30,190,1,0.25,0,0
58,0,2429599578,41293.69088,76.127.73.168,30,190,1,0.25,0,0
58,0,2429595795,41293.68655,76.127.73.168,30,190,1,0.25,1,0
58,0,2429516574,41293.60477,75.186.47.16,30,190,1,0,0,0
58,0,2429483138,41293.56294,108.244.230.90,30,190,1,0.25,0,0
28,1,2432115501,41296.2417,27.4.242.244,14,78,2,0,0,0
28,1,2430200223,41294.65855,99.188.242.69,14,78,2,0.25,0,0
28,1,2429585833,41293.67756,97.118.153.156,14,78,2,0,0,0
28,1,2429360396,41293.30351,108.15.202.52,14,78,2,0,0,0
47,1,2432115501,41296.2417,27.4.242.244,15,79,1,0.75,1,0.75
47,1,2430200223,41294.65855,99.188.242.69,15,79,1,0.75,1,0.75
47,1,2429585833,41293.67756,97.118.153.156,15,79,1,0.75,1,0.75
47,1,2429360396,41293.30351,108.15.202.52,15,79,1,1,1,0.75
23,1,2432115501,41296.2417,27.4.242.244,16,80,1,0.75,1,1
23,1,2430200223,41294.65855,99.188.242.69,16,80,1,1,1,1
23,1,2429585833,41293.67756,97.118.153.156,16,80,1,0,0,1
23,1,2429360396,41293.30351,108.15.202.52,16,80,1,1,1,1
46,1,2432115501,41296.2417,27.4.242.244,17,81,2,0.25,0,0
46,1,2430200223,41294.65855,99.188.242.69,17,81,2,0.25,0,0
46,1,2429585833,41293.67756,97.118.153.156,17,81,2,0,0,0
46,1,2429360396,41293.30351,108.15.202.52,17,81,2,0.25,1,0
2,1,2432115501,41296.2417,27.4.242.244,18,82,1,1,1,1
2,1,2430200223,41294.65855,99.188.242.69,18,82,1,0.75,1,1
2,1,2429585833,41293.67756,97.118.153.156,18,82,1,0,0,1
2,1,2429360396,41293.30351,108.15.202.52,18,82,1,1,1,1
1,1,2432115501,41296.2417,27.4.242.244,19,83,1,0.75,1,1
1,1,2430200223,41294.65855,99.188.242.69,19,83,1,0.75,0,1
1,1,2429585833,41293.67756,97.118.153.156,19,83,1,0.5,0,1
1,1,2429360396,41293.30351,108.15.202.52,19,83,1,0.5,1,1
33,1,2432115501,41296.2417,27.4.242.244,20,84,1,0.5,1,0.75
33,1,2430200223,41294.65855,99.188.242.69,20,84,1,0.75,1,0.75
33,1,2429585833,41293.67756,97.118.153.156,20,84,1,0,0,0.75
33,1,2429360396,41293.30351,108.15.202.52,20,84,1,0.75,1,0.75
25,1,2432115501,41296.2417,27.4.242.244,21,85,1,0.75,1,0.13
25,1,2430200223,41294.65855,99.188.242.69,21,85,1,0.75,1,0.13
25,1,2429585833,41293.67756,97.118.153.156,21,85,1,1,0,0.13
25,1,2429360396,41293.30351,108.15.202.52,21,85,1,0.25,0,0.13
54,1,2432115501,41296.2417,27.4.242.244,22,86,2,0.75,1,0.88
54,1,2430200223,41294.65855,99.188.242.69,22,86,2,0.75,1,0.88
54,1,2429585833,41293.67756,97.118.153.156,22,86,2,0.75,0,0.88
54,1,2429360396,41293.30351,108.15.202.52,22,86,2,0.75,1,0.88
52,1,2432115501,41296.2417,27.4.242.244,23,87,1,0.75,1,1
52,1,2430200223,41294.65855,99.188.242.69,23,87,1,0.75,1,1
52,1,2429585833,41293.67756,97.118.153.156,23,87,1,0.25,0,1
52,1,2429360396,41293.30351,108.15.202.52,23,87,1,0.5,1,1
27,1,2432115501,41296.2417,27.4.242.244,24,88,1,1,1,1
27,1,2430200223,41294.65855,99.188.242.69,24,88,1,1,1,1
27,1,2429585833,41293.67756,97.118.153.156,24,88,1,0,0,1
27,1,2429360396,41293.30351,108.15.202.52,24,88,1,1,1,1
55,1,2432115501,41296.2417,27.4.242.244,25,89,1,0.75,1,0
55,1,2430200223,41294.65855,99.188.242.69,25,89,1,0.25,0,0
55,1,2429585833,41293.67756,97.118.153.156,25,89,1,0,0,0
55,1,2429360396,41293.30351,108.15.202.52,25,89,1,0.25,0,0
11,1,2432115501,41296.2417,27.4.242.244,26,90,1,0.25,0,0
11,1,2430200223,41294.65855,99.188.242.69,26,90,1,0.5,0,0
11,1,2429585833,41293.67756,97.118.153.156,26,90,1,0,0,0
11,1,2429360396,41293.30351,108.15.202.52,26,90,1,0,0,0
35,1,2432115501,41296.2417,27.4.242.244,27,91,1,0,0,1
35,1,2430200223,41294.65855,99.188.242.69,27,91,1,0.75,1,1
35,1,2429585833,41293.67756,97.118.153.156,27,91,1,0.25,0,1
35,1,2429360396,41293.30351,108.15.202.52,27,91,1,1,1,1
6,1,2432115501,41296.2417,27.4.242.244,28,92,2,0.75,0,0.63
6,1,2430200223,41294.65855,99.188.242.69,28,92,2,0.5,0,0.63
6,1,2429585833,41293.67756,97.118.153.156,28,92,2,0.25,0,0.63
6,1,2429360396,41293.30351,108.15.202.52,28,92,2,0,0,0.63
57,1,2432115501,41296.2417,27.4.242.244,29,93,1,0.75,1,1
57,1,2430200223,41294.65855,99.188.242.69,29,93,1,0.75,1,1
57,1,2429585833,41293.67756,97.118.153.156,29,93,1,0,0,1
57,1,2429360396,41293.30351,108.15.202.52,29,93,1,1,1,1
12,1,2432115501,41296.2417,27.4.242.244,30,94,2,1,1,0
12,1,2430200223,41294.65855,99.188.242.69,30,94,2,0.75,1,0
12,1,2429585833,41293.67756,97.118.153.156,30,94,2,1,1,0
12,1,2429360396,41293.30351,108.15.202.52,30,94,2,1,1,0
42,1,2432115501,41296.2417,27.4.242.244,31,95,1,0.5,1,0.5
42,1,2430200223,41294.65855,99.188.242.69,31,95,1,0.5,0,0.5
42,1,2429585833,41293.67756,97.118.153.156,31,95,1,0.75,0,0.5
42,1,2429360396,41293.30351,108.15.202.52,31,95,1,0.75,1,0.5
17,1,2432115501,41296.2417,27.4.242.244,32,96,2,1,1,0
17,1,2430200223,41294.65855,99.188.242.69,32,96,2,0.75,1,0
17,1,2429585833,41293.67756,97.118.153.156,32,96,2,0.75,0,0
17,1,2429360396,41293.30351,108.15.202.52,32,96,2,0,0,0
18,0,2432104679,41296.22773,99.8.106.101,1,193,1,0.75,1,0
18,0,2432080346,41296.198,69.247.136.218,1,193,1,0.75,1,0
18,0,2432078671,41296.19576,76.168.119.93,1,193,1,0.75,1,0
18,0,2432078283,41296.19545,72.241.5.31,1,193,1,0,0,0
18,0,2432075917,41296.19233,75.186.47.16,1,193,1,1,1,0
37,0,2432104679,41296.22773,99.8.106.101,2,194,1,0.25,0,0
37,0,2432080346,41296.198,69.247.136.218,2,194,1,0.25,0,0
37,0,2432078671,41296.19576,76.168.119.93,2,194,1,0.5,0,0
37,0,2432078283,41296.19545,72.241.5.31,2,194,1,0.25,0,0
37,0,2432075917,41296.19233,75.186.47.16,2,194,1,1,1,0
45,0,2432104679,41296.22773,99.8.106.101,3,195,1,0.25,0,0
45,0,2432080346,41296.198,69.247.136.218,3,195,1,0.5,1,0
45,0,2432078671,41296.19576,76.168.119.93,3,195,1,0.5,0,0
45,0,2432078283,41296.19545,72.241.5.31,3,195,1,0.75,0,0
45,0,2432075917,41296.19233,75.186.47.16,3,195,1,0.75,1,0
78,0,2432104679,41296.22773,99.8.106.101,4,196,2,0,0,0
78,0,2432080346,41296.198,69.247.136.218,4,196,2,0.25,0,0
78,0,2432078671,41296.19576,76.168.119.93,4,196,2,0.25,0,0
78,0,2432078283,41296.19545,72.241.5.31,4,196,2,0,0,0
78,0,2432075917,41296.19233,75.186.47.16,4,196,2,0,0,0
3,0,2432104679,41296.22773,99.8.106.101,5,197,2,0.25,0,1
3,0,2432080346,41296.198,69.247.136.218,5,197,2,0.5,0,1
3,0,2432078671,41296.19576,76.168.119.93,5,197,2,0.5,0,1
3,0,2432078283,41296.19545,72.241.5.31,5,197,2,0.5,0,1
3,0,2432075917,41296.19233,75.186.47.16,5,197,2,1,1,1
35,0,2432104679,41296.22773,99.8.106.101,6,198,2,0.25,1,1
35,0,2432080346,41296.198,69.247.136.218,6,198,2,1,1,1
35,0,2432078671,41296.19576,76.168.119.93,6,198,2,0.5,1,1
35,0,2432078283,41296.19545,72.241.5.31,6,198,2,0.5,1,1
35,0,2432075917,41296.19233,75.186.47.16,6,198,2,0.5,1,1
66,0,2432104679,41296.22773,99.8.106.101,7,199,1,0.25,0,0
66,0,2432080346,41296.198,69.247.136.218,7,199,1,0.5,0,0
66,0,2432078671,41296.19576,76.168.119.93,7,199,1,0.75,0,0
66,0,2432078283,41296.19545,72.241.5.31,7,199,1,0.75,0,0
66,0,2432075917,41296.19233,75.186.47.16,7,199,1,0.25,0,0
44,0,2432104679,41296.22773,99.8.106.101,8,200,2,0.75,0,0.25
44,0,2432080346,41296.198,69.247.136.218,8,200,2,1,1,0.25
44,0,2432078671,41296.19576,76.168.119.93,8,200,2,0.5,1,0.25
44,0,2432078283,41296.19545,72.241.5.31,8,200,2,0.75,1,0.25
44,0,2432075917,41296.19233,75.186.47.16,8,200,2,0.75,0,0.25
63,0,2432104679,41296.22773,99.8.106.101,9,201,1,0.5,0,0
63,0,2432080346,41296.198,69.247.136.218,9,201,1,0.5,1,0
63,0,2432078671,41296.19576,76.168.119.93,9,201,1,0.75,0,0
63,0,2432078283,41296.19545,72.241.5.31,9,201,1,0.25,0,0
63,0,2432075917,41296.19233,75.186.47.16,9,201,1,1,1,0
13,0,2432104679,41296.22773,99.8.106.101,10,202,2,0.5,1,1
13,0,2432080346,41296.198,69.247.136.218,10,202,2,1,1,1
13,0,2432078671,41296.19576,76.168.119.93,10,202,2,0.75,1,1
13,0,2432078283,41296.19545,72.241.5.31,10,202,2,0.75,1,1
13,0,2432075917,41296.19233,75.186.47.16,10,202,2,1,1,1
56,0,2432104679,41296.22773,99.8.106.101,11,203,1,0.5,0,0
56,0,2432080346,41296.198,69.247.136.218,11,203,1,0.5,0,0
56,0,2432078671,41296.19576,76.168.119.93,11,203,1,0.75,0,0
56,0,2432078283,41296.19545,72.241.5.31,11,203,1,0.75,1,0
56,0,2432075917,41296.19233,75.186.47.16,11,203,1,1,1,0
43,0,2432104679,41296.22773,99.8.106.101,12,204,2,0.25,0,0.63
43,0,2432080346,41296.198,69.247.136.218,12,204,2,0.5,0,0.63
43,0,2432078671,41296.19576,76.168.119.93,12,204,2,0.25,0,0.63
43,0,2432078283,41296.19545,72.241.5.31,12,204,2,0.75,0,0.63
43,0,2432075917,41296.19233,75.186.47.16,12,204,2,0.5,0,0.63
36,0,2432104679,41296.22773,99.8.106.101,13,205,2,0.25,0,1
36,0,2432080346,41296.198,69.247.136.218,13,205,2,0.5,1,1
36,0,2432078671,41296.19576,76.168.119.93,13,205,2,0.5,0,1
36,0,2432078283,41296.19545,72.241.5.31,13,205,2,0.75,1,1
36,0,2432075917,41296.19233,75.186.47.16,13,205,2,0.5,1,1
21,0,2432104679,41296.22773,99.8.106.101,14,206,2,0.5,0,0
21,0,2432080346,41296.198,69.247.136.218,14,206,2,0.75,1,0
21,0,2432078671,41296.19576,76.168.119.93,14,206,2,0.75,1,0
21,0,2432078283,41296.19545,72.241.5.31,14,206,2,0.75,1,0
21,0,2432075917,41296.19233,75.186.47.16,14,206,2,0.75,1,0
85,0,2432104679,41296.22773,99.8.106.101,15,207,1,0.75,0,0.75
85,0,2432080346,41296.198,69.247.136.218,15,207,1,0.75,1,0.75
85,0,2432078671,41296.19576,76.168.119.93,15,207,1,0.5,0,0.75
85,0,2432078283,41296.19545,72.241.5.31,15,207,1,0.75,1,0.75
85,0,2432075917,41296.19233,75.186.47.16,15,207,1,1,0,0.75
38,0,2432104679,41296.22773,99.8.106.101,16,208,2,0,0,0
38,0,2432080346,41296.198,69.247.136.218,16,208,2,0.5,1,0
38,0,2432078671,41296.19576,76.168.119.93,16,208,2,0,0,0
38,0,2432078283,41296.19545,72.241.5.31,16,208,2,0,0,0
38,0,2432075917,41296.19233,75.186.47.16,16,208,2,0,0,0
17,0,2432104679,41296.22773,99.8.106.101,17,209,2,0.25,0,0
17,0,2432080346,41296.198,69.247.136.218,17,209,2,0.75,1,0
17,0,2432078671,41296.19576,76.168.119.93,17,209,2,0.25,0,0
17,0,2432078283,41296.19545,72.241.5.31,17,209,2,0.5,0,0
17,0,2432075917,41296.19233,75.186.47.16,17,209,2,0.5,1,0
86,0,2432104679,41296.22773,99.8.106.101,18,210,1,0,0,0
86,0,2432080346,41296.198,69.247.136.218,18,210,1,0,0,0
86,0,2432078671,41296.19576,76.168.119.93,18,210,1,0.5,0,0
86,0,2432078283,41296.19545,72.241.5.31,18,210,1,0.25,0,0
86,0,2432075917,41296.19233,75.186.47.16,18,210,1,0.25,0,0
2,0,2432104679,41296.22773,99.8.106.101,19,211,1,0.75,1,1
2,0,2432080346,41296.198,69.247.136.218,19,211,1,1,1,1
2,0,2432078671,41296.19576,76.168.119.93,19,211,1,0.75,1,1
2,0,2432078283,41296.19545,72.241.5.31,19,211,1,0.75,0,1
2,0,2432075917,41296.19233,75.186.47.16,19,211,1,1,1,1
74,0,2432104679,41296.22773,99.8.106.101,20,212,2,0.25,0,0
74,0,2432080346,41296.198,69.247.136.218,20,212,2,0.5,1,0
74,0,2432078671,41296.19576,76.168.119.93,20,212,2,0.5,1,0
74,0,2432078283,41296.19545,72.241.5.31,20,212,2,0.5,1,0
74,0,2432075917,41296.19233,75.186.47.16,20,212,2,0.75,1,0
62,0,2432104679,41296.22773,99.8.106.101,21,213,1,0.5,0,0.13
62,0,2432080346,41296.198,69.247.136.218,21,213,1,0.75,1,0.13
62,0,2432078671,41296.19576,76.168.119.93,21,213,1,0.75,1,0.13
62,0,2432078283,41296.19545,72.241.5.31,21,213,1,0.75,0,0.13
62,0,2432075917,41296.19233,75.186.47.16,21,213,1,0.25,0,0.13
57,0,2432104679,41296.22773,99.8.106.101,22,214,2,0.75,1,1
57,0,2432080346,41296.198,69.247.136.218,22,214,2,0.75,1,1
57,0,2432078671,41296.19576,76.168.119.93,22,214,2,0.75,1,1
57,0,2432078283,41296.19545,72.241.5.31,22,214,2,1,1,1
57,0,2432075917,41296.19233,75.186.47.16,22,214,2,1,1,1
5,0,2432104679,41296.22773,99.8.106.101,23,215,1,0.25,0,0
5,0,2432080346,41296.198,69.247.136.218,23,215,1,0.25,0,0
5,0,2432078671,41296.19576,76.168.119.93,23,215,1,0.5,0,0
5,0,2432078283,41296.19545,72.241.5.31,23,215,1,0.75,0,0
5,0,2432075917,41296.19233,75.186.47.16,23,215,1,1,1,0
34,0,2432104679,41296.22773,99.8.106.101,24,216,1,1,0,1
34,0,2432080346,41296.198,69.247.136.218,24,216,1,0.5,0,1
34,0,2432078671,41296.19576,76.168.119.93,24,216,1,0.5,0,1
34,0,2432078283,41296.19545,72.241.5.31,24,216,1,1,0,1
34,0,2432075917,41296.19233,75.186.47.16,24,216,1,0.25,0,1
73,0,2432104679,41296.22773,99.8.106.101,25,217,2,0.75,1,0.88
73,0,2432080346,41296.198,69.247.136.218,25,217,2,0.75,1,0.88
73,0,2432078671,41296.19576,76.168.119.93,25,217,2,0.75,1,0.88
73,0,2432078283,41296.19545,72.241.5.31,25,217,2,0.75,1,0.88
73,0,2432075917,41296.19233,75.186.47.16,25,217,2,1,1,0.88
21,0,2432111382,41296.23666,99.8.106.101,1,218,1,0.5,1,0
21,0,2432109873,41296.23481,75.177.99.149,1,218,1,0.75,1,0
21,0,2432105128,41296.22809,27.4.242.244,1,218,1,0.75,1,0
21,0,2432095524,41296.21536,207.181.244.89,1,218,1,0.75,1,0
21,0,2432095153,41296.21552,108.244.230.90,1,218,1,0.75,1,0
56,0,2432111382,41296.23666,99.8.106.101,2,219,1,0.5,0,0
56,0,2432109873,41296.23481,75.177.99.149,2,219,1,0.75,1,0
56,0,2432105128,41296.22809,27.4.242.244,2,219,1,0.5,0,0
56,0,2432095524,41296.21536,207.181.244.89,2,219,1,0.75,1,0
56,0,2432095153,41296.21552,108.244.230.90,2,219,1,0.75,1,0
2,0,2432111382,41296.23666,99.8.106.101,3,220,1,0.75,1,1
2,0,2432109873,41296.23481,75.177.99.149,3,220,1,0.75,1,1
2,0,2432105128,41296.22809,27.4.242.244,3,220,1,1,1,1
2,0,2432095524,41296.21536,207.181.244.89,3,220,1,1,1,1
2,0,2432095153,41296.21552,108.244.230.90,3,220,1,1,1,1
36,0,2432111382,41296.23666,99.8.106.101,4,221,2,0.5,0,1
36,0,2432109873,41296.23481,75.177.99.149,4,221,2,0.75,0,1
36,0,2432105128,41296.22809,27.4.242.244,4,221,2,0.5,1,1
36,0,2432095524,41296.21536,207.181.244.89,4,221,2,0.5,1,1
36,0,2432095153,41296.21552,108.244.230.90,4,221,2,0.75,1,1
38,0,2432111382,41296.23666,99.8.106.101,5,222,2,0,0,0
38,0,2432109873,41296.23481,75.177.99.149,5,222,2,0.25,0,0
38,0,2432105128,41296.22809,27.4.242.244,5,222,2,0.25,0,0
38,0,2432095524,41296.21536,207.181.244.89,5,222,2,0,0,0
38,0,2432095153,41296.21552,108.244.230.90,5,222,2,0.25,0,0
6,0,2432111382,41296.23666,99.8.106.101,6,223,2,0.5,0,0.63
6,0,2432109873,41296.23481,75.177.99.149,6,223,2,0.75,0,0.63
6,0,2432105128,41296.22809,27.4.242.244,6,223,2,0.5,0,0.63
6,0,2432095524,41296.21536,207.181.244.89,6,223,2,0.75,1,0.63
6,0,2432095153,41296.21552,108.244.230.90,6,223,2,0.5,0,0.63
23,0,2432111382,41296.23666,99.8.106.101,7,224,1,0.75,1,1
23,0,2432109873,41296.23481,75.177.99.149,7,224,1,0.75,1,1
23,0,2432105128,41296.22809,27.4.242.244,7,224,1,0.75,1,1
23,0,2432095524,41296.21536,207.181.244.89,7,224,1,1,1,1
23,0,2432095153,41296.21552,108.244.230.90,7,224,1,0.75,1,1
62,0,2432111382,41296.23666,99.8.106.101,8,225,2,0.5,0,0.13
62,0,2432109873,41296.23481,75.177.99.149,8,225,2,0.75,1,0.13
62,0,2432105128,41296.22809,27.4.242.244,8,225,2,0.75,1,0.13
62,0,2432095524,41296.21536,207.181.244.89,8,225,2,1,1,0.13
62,0,2432095153,41296.21552,108.244.230.90,8,225,2,1,1,0.13
86,0,2432111382,41296.23666,99.8.106.101,9,226,1,0.25,0,0
86,0,2432109873,41296.23481,75.177.99.149,9,226,1,0.5,0,0
86,0,2432105128,41296.22809,27.4.242.244,9,226,1,0.75,1,0
86,0,2432095524,41296.21536,207.181.244.89,9,226,1,0.5,0,0
86,0,2432095153,41296.21552,108.244.230.90,9,226,1,1,1,0
48,0,2432111382,41296.23666,99.8.106.101,10,227,2,0,0,0
48,0,2432109873,41296.23481,75.177.99.149,10,227,2,0.5,0,0
48,0,2432105128,41296.22809,27.4.242.244,10,227,2,0.25,1,0
48,0,2432095524,41296.21536,207.181.244.89,10,227,2,0.25,0,0
48,0,2432095153,41296.21552,108.244.230.90,10,227,2,0.75,0,0
17,0,2432111382,41296.23666,99.8.106.101,11,228,1,0.25,0,0
17,0,2432109873,41296.23481,75.177.99.149,11,228,1,0.75,1,0
17,0,2432105128,41296.22809,27.4.242.244,11,228,1,0.5,1,0
17,0,2432095524,41296.21536,207.181.244.89,11,228,1,1,1,0
17,0,2432095153,41296.21552,108.244.230.90,11,228,1,0.75,1,0
18,0,2432111382,41296.23666,99.8.106.101,12,229,2,0,0,0
18,0,2432109873,41296.23481,75.177.99.149,12,229,2,1,1,0
18,0,2432105128,41296.22809,27.4.242.244,12,229,2,0,0,0
18,0,2432095524,41296.21536,207.181.244.89,12,229,2,1,1,0
18,0,2432095153,41296.21552,108.244.230.90,12,229,2,0.75,1,0
73,0,2432111382,41296.23666,99.8.106.101,13,230,2,0.75,1,0.88
73,0,2432109873,41296.23481,75.177.99.149,13,230,2,1,1,0.88
73,0,2432105128,41296.22809,27.4.242.244,13,230,2,0.5,0,0.88
73,0,2432095524,41296.21536,207.181.244.89,13,230,2,1,1,0.88
73,0,2432095153,41296.21552,108.244.230.90,13,230,2,0.75,1,0.88
13,0,2432111382,41296.23666,99.8.106.101,14,231,2,0.75,1,1
13,0,2432109873,41296.23481,75.177.99.149,14,231,2,0.75,1,1
13,0,2432105128,41296.22809,27.4.242.244,14,231,2,0.75,1,1
13,0,2432095524,41296.21536,207.181.244.89,14,231,2,1,1,1
13,0,2432095153,41296.21552,108.244.230.90,14,231,2,1,1,1
44,0,2432111382,41296.23666,99.8.106.101,15,232,1,0.75,0,0.25
44,0,2432109873,41296.23481,75.177.99.149,15,232,1,0.75,1,0.25
44,0,2432105128,41296.22809,27.4.242.244,15,232,1,0.5,1,0.25
44,0,2432095524,41296.21536,207.181.244.89,15,232,1,0.75,0,0.25
44,0,2432095153,41296.21552,108.244.230.90,15,232,1,1,1,0.25
85,0,2432111382,41296.23666,99.8.106.101,16,233,2,1,0,0.75
85,0,2432109873,41296.23481,75.177.99.149,16,233,2,0.5,0,0.75
85,0,2432105128,41296.22809,27.4.242.244,16,233,2,0.75,1,0.75
85,0,2432095524,41296.21536,207.181.244.89,16,233,2,1,0,0.75
85,0,2432095153,41296.21552,108.244.230.90,16,233,2,0.75,1,0.75
35,0,2432111382,41296.23666,99.8.106.101,17,234,2,0.25,1,1
35,0,2432109873,41296.23481,75.177.99.149,17,234,2,0.75,1,1
35,0,2432105128,41296.22809,27.4.242.244,17,234,2,0.25,0,1
35,0,2432095524,41296.21536,207.181.244.89,17,234,2,1,1,1
35,0,2432095153,41296.21552,108.244.230.90,17,234,2,0.25,0,1
45,0,2432111382,41296.23666,99.8.106.101,18,235,1,0.25,0,0
45,0,2432109873,41296.23481,75.177.99.149,18,235,1,0.5,0,0
45,0,2432105128,41296.22809,27.4.242.244,18,235,1,0.5,0,0
45,0,2432095524,41296.21536,207.181.244.89,18,235,1,0.5,0,0
45,0,2432095153,41296.21552,108.244.230.90,18,235,1,0.75,1,0
37,0,2432111382,41296.23666,99.8.106.101,19,236,1,0.25,0,0
37,0,2432109873,41296.23481,75.177.99.149,19,236,1,0.5,0,0
37,0,2432105128,41296.22809,27.4.242.244,19,236,1,0.5,1,0
37,0,2432095524,41296.21536,207.181.244.89,19,236,1,1,1,0
37,0,2432095153,41296.21552,108.244.230.90,19,236,1,0.5,0,0
34,0,2432111382,41296.23666,99.8.106.101,20,237,2,1,0,1
34,0,2432109873,41296.23481,75.177.99.149,20,237,2,0.5,0,1
34,0,2432105128,41296.22809,27.4.242.244,20,237,2,0.5,1,1
34,0,2432095524,41296.21536,207.181.244.89,20,237,2,1,0,1
34,0,2432095153,41296.21552,108.244.230.90,20,237,2,0.75,1,1
3,0,2432111382,41296.23666,99.8.106.101,21,238,1,0.5,0,1
3,0,2432109873,41296.23481,75.177.99.149,21,238,1,0.75,0,1
3,0,2432105128,41296.22809,27.4.242.244,21,238,1,0.75,0,1
3,0,2432095524,41296.21536,207.181.244.89,21,238,1,0.75,1,1
3,0,2432095153,41296.21552,108.244.230.90,21,238,1,0.25,0,1
74,0,2432111382,41296.23666,99.8.106.101,22,239,2,0.25,0,0
74,0,2432109873,41296.23481,75.177.99.149,22,239,2,0.75,1,0
74,0,2432105128,41296.22809,27.4.242.244,22,239,2,0.5,0,0
74,0,2432095524,41296.21536,207.181.244.89,22,239,2,0.5,0,0
74,0,2432095153,41296.21552,108.244.230.90,22,239,2,0.5,0,0
57,0,2432111382,41296.23666,99.8.106.101,23,240,1,0.5,1,1
57,0,2432109873,41296.23481,75.177.99.149,23,240,1,0.75,1,1
57,0,2432105128,41296.22809,27.4.242.244,23,240,1,0.75,1,1
57,0,2432095524,41296.21536,207.181.244.89,23,240,1,1,1,1
57,0,2432095153,41296.21552,108.244.230.90,23,240,1,1,1,1
66,0,2432111382,41296.23666,99.8.106.101,24,241,1,0.25,0,0
66,0,2432109873,41296.23481,75.177.99.149,24,241,1,0.75,0,0
66,0,2432105128,41296.22809,27.4.242.244,24,241,1,0.75,1,0
66,0,2432095524,41296.21536,207.181.244.89,24,241,1,0.75,1,0
66,0,2432095153,41296.21552,108.244.230.90,24,241,1,0.75,1,0
63,0,2432111382,41296.23666,99.8.106.101,25,242,2,0.5,0,0
63,0,2432109873,41296.23481,75.177.99.149,25,242,2,0.5,0,0
63,0,2432105128,41296.22809,27.4.242.244,25,242,2,0.75,1,0
63,0,2432095524,41296.21536,207.181.244.89,25,242,2,0.5,0,0
63,0,2432095153,41296.21552,108.244.230.90,25,242,2,0.5,0,0
85,1,2432142092,41296.27975,67.248.226.247,1,243,1,1,1,0.75
85,1,2432115625,41296.24211,75.177.99.149,1,243,1,0.75,0,0.75
85,1,2432109933,41296.23479,68.184.44.135,1,243,1,0.5,0,0.75
85,1,2432102069,41296.22414,99.8.106.101,1,243,1,0.5,0,0.75
85,1,2432081176,41296.19856,174.33.232.117,1,243,1,0.75,1,0.75
85,1,2432079881,41296.19743,75.186.47.16,1,243,1,1,1,0.75
85,1,2432074938,41296.19148,72.241.5.31,1,243,1,0.75,1,0.75
71,1,2432142092,41296.27975,67.248.226.247,2,244,1,1,1,0.25
71,1,2432109933,41296.23479,68.184.44.135,2,244,1,0.5,1,0.25
71,1,2432102069,41296.22414,99.8.106.101,2,244,1,0.5,0,0.25
71,1,2432081176,41296.19856,174.33.232.117,2,244,1,0.5,0,0.25
71,1,2432079881,41296.19743,75.186.47.16,2,244,1,1,1,0.25
71,1,2432074938,41296.19148,72.241.5.31,2,244,1,0.5,1,0.25
65,1,2432142092,41296.27975,67.248.226.247,3,245,1,1,1,1
65,1,2432109933,41296.23479,68.184.44.135,3,245,1,1,1,1
65,1,2432102069,41296.22414,99.8.106.101,3,245,1,1,0,1
65,1,2432081176,41296.19856,174.33.232.117,3,245,1,0.5,1,1
